,Name,Neighborhood,Tree Diameter
33428,honeylocust,West Village,9.0
33657,honeylocust,West Village,9.0
33812,honeylocust,West Village,9.0
33910,honeylocust,West Village,9.0
34145,honeylocust,West Village,9.0
34182,honeylocust,West Village,9.0
34200,honeylocust,West Village,9.0
34331,honeylocust,West Village,9.0
34701,honeylocust,West Village,9.0
35134,honeylocust,West Village,9.0
35436,honeylocust,West Village,9.0
35703,honeylocust,West Village,9.0
35742,honeylocust,West Village,9.0
35917,honeylocust,West Village,9.0
36107,honeylocust,West Village,9.0
37006,honeylocust,West Village,9.0
39183,honeylocust,West Village,9.0
40012,honeylocust,West Village,9.0
41097,honeylocust,West Village,9.0
44477,honeylocust,West Village,9.0
45932,honeylocust,West Village,9.0
45949,honeylocust,West Village,9.0
46105,honeylocust,West Village,9.0
46331,honeylocust,West Village,9.0
46365,honeylocust,West Village,9.0
47534,honeylocust,West Village,9.0
49000,honeylocust,West Village,9.0
51856,honeylocust,West Village,9.0
52511,honeylocust,West Village,9.0
53303,honeylocust,West Village,9.0
53392,honeylocust,West Village,9.0
53489,honeylocust,West Village,9.0
53718,honeylocust,West Village,9.0
56807,honeylocust,West Village,9.0
57148,honeylocust,West Village,9.0
57592,honeylocust,West Village,9.0
61552,honeylocust,West Village,9.0
316,honeylocust,Yorkville,9.0
355,honeylocust,Yorkville,9.0
908,honeylocust,Yorkville,9.0
1310,honeylocust,Yorkville,9.0
1419,honeylocust,Yorkville,9.0
1669,honeylocust,Yorkville,9.0
1674,honeylocust,Yorkville,9.0
1677,honeylocust,Yorkville,9.0
1702,honeylocust,Yorkville,9.0
1757,honeylocust,Yorkville,9.0
1765,honeylocust,Yorkville,9.0
1791,honeylocust,Yorkville,9.0
1805,honeylocust,Yorkville,9.0
1806,honeylocust,Yorkville,9.0
4750,honeylocust,Yorkville,9.0
6405,honeylocust,Yorkville,9.0
7079,honeylocust,Yorkville,9.0
7791,honeylocust,Yorkville,9.0
7840,honeylocust,Yorkville,9.0
8927,honeylocust,Yorkville,9.0
8946,honeylocust,Yorkville,9.0
9480,honeylocust,Yorkville,9.0
10421,honeylocust,Yorkville,9.0
10502,honeylocust,Yorkville,9.0
10782,honeylocust,Yorkville,9.0
11194,honeylocust,Yorkville,9.0
12565,honeylocust,Yorkville,9.0
14301,honeylocust,Yorkville,9.0
14302,honeylocust,Yorkville,9.0
14339,honeylocust,Yorkville,9.0
14518,honeylocust,Yorkville,9.0
14910,honeylocust,Yorkville,9.0
15677,honeylocust,Yorkville,9.0
15695,honeylocust,Yorkville,9.0
16629,honeylocust,Yorkville,9.0
17287,honeylocust,Yorkville,9.0
17307,honeylocust,Yorkville,9.0
17533,honeylocust,Yorkville,9.0
18512,honeylocust,Yorkville,9.0
18977,honeylocust,Yorkville,9.0
20130,honeylocust,Yorkville,9.0
20131,honeylocust,Yorkville,9.0
26649,honeylocust,Yorkville,9.0
26835,honeylocust,Yorkville,9.0
27793,honeylocust,Yorkville,9.0
27973,honeylocust,Yorkville,9.0
28367,honeylocust,Yorkville,9.0
28388,honeylocust,Yorkville,9.0
29485,honeylocust,Yorkville,9.0
30129,honeylocust,Yorkville,9.0
30323,honeylocust,Yorkville,9.0
31487,honeylocust,Yorkville,9.0
33082,honeylocust,Yorkville,9.0
39563,honeylocust,Yorkville,9.0
40707,honeylocust,Yorkville,9.0
43190,honeylocust,Yorkville,9.0
43613,honeylocust,Yorkville,9.0
43995,honeylocust,Yorkville,9.0
44086,honeylocust,Yorkville,9.0
44099,honeylocust,Yorkville,9.0
47668,honeylocust,Yorkville,9.0
49940,honeylocust,Yorkville,9.0
50829,honeylocust,Yorkville,9.0
50861,honeylocust,Yorkville,9.0
52703,honeylocust,Yorkville,9.0
52949,honeylocust,Yorkville,9.0
53923,honeylocust,Yorkville,9.0
53944,honeylocust,Yorkville,9.0
54243,honeylocust,Yorkville,9.0
54333,honeylocust,Yorkville,9.0
54885,honeylocust,Yorkville,9.0
58019,honeylocust,Yorkville,9.0
58039,honeylocust,Yorkville,9.0
60213,honeylocust,Yorkville,9.0
23876,katsura tree,Turtle Bay-East Midtown,9.0
23950,katsura tree,Turtle Bay-East Midtown,9.0
17055,katsura tree,Upper East Side-Carnegie Hill,9.0
11599,littleleaf linden,Battery Park City-Lower Manhattan,9.0
12092,littleleaf linden,Battery Park City-Lower Manhattan,9.0
13749,littleleaf linden,Battery Park City-Lower Manhattan,9.0
13788,littleleaf linden,Battery Park City-Lower Manhattan,9.0
13797,littleleaf linden,Battery Park City-Lower Manhattan,9.0
14435,littleleaf linden,Battery Park City-Lower Manhattan,9.0
14471,littleleaf linden,Battery Park City-Lower Manhattan,9.0
14537,littleleaf linden,Battery Park City-Lower Manhattan,9.0
14602,littleleaf linden,Battery Park City-Lower Manhattan,9.0
15451,littleleaf linden,Battery Park City-Lower Manhattan,9.0
15709,littleleaf linden,Battery Park City-Lower Manhattan,9.0
15873,littleleaf linden,Battery Park City-Lower Manhattan,9.0
15913,littleleaf linden,Battery Park City-Lower Manhattan,9.0
16962,littleleaf linden,Battery Park City-Lower Manhattan,9.0
16970,littleleaf linden,Battery Park City-Lower Manhattan,9.0
16971,littleleaf linden,Battery Park City-Lower Manhattan,9.0
17063,littleleaf linden,Battery Park City-Lower Manhattan,9.0
17352,littleleaf linden,Battery Park City-Lower Manhattan,9.0
17753,littleleaf linden,Battery Park City-Lower Manhattan,9.0
31910,littleleaf linden,Battery Park City-Lower Manhattan,9.0
40459,littleleaf linden,Battery Park City-Lower Manhattan,9.0
15318,littleleaf linden,Central Harlem North-Polo Grounds,9.0
17938,littleleaf linden,Central Harlem North-Polo Grounds,9.0
22190,littleleaf linden,Central Harlem North-Polo Grounds,9.0
22238,littleleaf linden,Central Harlem North-Polo Grounds,9.0
24464,littleleaf linden,Central Harlem North-Polo Grounds,9.0
24862,littleleaf linden,Central Harlem North-Polo Grounds,9.0
25536,littleleaf linden,Central Harlem North-Polo Grounds,9.0
25765,littleleaf linden,Central Harlem North-Polo Grounds,9.0
30570,littleleaf linden,Central Harlem North-Polo Grounds,9.0
41367,littleleaf linden,Central Harlem North-Polo Grounds,9.0
42732,littleleaf linden,Central Harlem North-Polo Grounds,9.0
43395,littleleaf linden,Central Harlem North-Polo Grounds,9.0
44397,littleleaf linden,Central Harlem North-Polo Grounds,9.0
44914,littleleaf linden,Central Harlem North-Polo Grounds,9.0
46463,littleleaf linden,Central Harlem North-Polo Grounds,9.0
47083,littleleaf linden,Central Harlem North-Polo Grounds,9.0
52825,littleleaf linden,Central Harlem North-Polo Grounds,9.0
53985,littleleaf linden,Central Harlem North-Polo Grounds,9.0
54582,littleleaf linden,Central Harlem North-Polo Grounds,9.0
54685,littleleaf linden,Central Harlem North-Polo Grounds,9.0
18091,littleleaf linden,Central Harlem South,9.0
23156,littleleaf linden,Central Harlem South,9.0
23221,littleleaf linden,Central Harlem South,9.0
23255,littleleaf linden,Central Harlem South,9.0
23258,littleleaf linden,Central Harlem South,9.0
23370,littleleaf linden,Central Harlem South,9.0
35227,littleleaf linden,Central Harlem South,9.0
35235,littleleaf linden,Central Harlem South,9.0
51641,littleleaf linden,Central Harlem South,9.0
54753,littleleaf linden,Central Harlem South,9.0
55421,littleleaf linden,Central Harlem South,9.0
30527,littleleaf linden,Chinatown,9.0
41351,littleleaf linden,Chinatown,9.0
17328,littleleaf linden,Clinton,9.0
20999,littleleaf linden,Clinton,9.0
23153,littleleaf linden,Clinton,9.0
11310,littleleaf linden,East Harlem North,9.0
12132,littleleaf linden,East Harlem North,9.0
15680,littleleaf linden,East Harlem North,9.0
15702,littleleaf linden,East Harlem North,9.0
46988,littleleaf linden,East Harlem North,9.0
55529,littleleaf linden,East Harlem North,9.0
31300,littleleaf linden,East Harlem South,9.0
36691,littleleaf linden,East Harlem South,9.0
37926,littleleaf linden,East Harlem South,9.0
50890,littleleaf linden,East Harlem South,9.0
19583,littleleaf linden,East Village,9.0
24425,littleleaf linden,East Village,9.0
25132,littleleaf linden,East Village,9.0
25198,littleleaf linden,East Village,9.0
25313,littleleaf linden,East Village,9.0
28455,littleleaf linden,East Village,9.0
45162,littleleaf linden,East Village,9.0
45431,littleleaf linden,East Village,9.0
48458,littleleaf linden,East Village,9.0
51499,littleleaf linden,East Village,9.0
61139,littleleaf linden,East Village,9.0
28449,littleleaf linden,Gramercy,9.0
35194,littleleaf linden,Gramercy,9.0
36362,littleleaf linden,Gramercy,9.0
42527,littleleaf linden,Gramercy,9.0
40208,littleleaf linden,Hamilton Heights,9.0
40417,littleleaf linden,Hamilton Heights,9.0
42882,littleleaf linden,Hamilton Heights,9.0
33941,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
36696,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
40436,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
42585,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
43256,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
48376,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
49682,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
50474,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
51458,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
51516,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
55524,littleleaf linden,Hudson Yards-Chelsea-Flatiron-Union Square,9.0
1643,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
3975,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
3987,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
16959,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
22191,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
25516,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
39878,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
43057,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
46863,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
57466,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
57920,littleleaf linden,Lenox Hill-Roosevelt Island,9.0
706,littleleaf linden,Lincoln Square,9.0
30593,littleleaf linden,Lincoln Square,9.0
48559,littleleaf linden,Lincoln Square,9.0
3871,littleleaf linden,Lower East Side,9.0
7935,littleleaf linden,Manhattanville,9.0
7936,littleleaf linden,Manhattanville,9.0
46450,littleleaf linden,Manhattanville,9.0
36335,littleleaf linden,Marble Hill-Inwood,9.0
40377,littleleaf linden,Marble Hill-Inwood,9.0
41433,littleleaf linden,Marble Hill-Inwood,9.0
43036,littleleaf linden,Marble Hill-Inwood,9.0
7304,littleleaf linden,Midtown-Midtown South,9.0
7699,littleleaf linden,Midtown-Midtown South,9.0
41275,littleleaf linden,Midtown-Midtown South,9.0
41276,littleleaf linden,Midtown-Midtown South,9.0
41363,littleleaf linden,Midtown-Midtown South,9.0
41432,littleleaf linden,Midtown-Midtown South,9.0
42356,littleleaf linden,Midtown-Midtown South,9.0
60264,littleleaf linden,Midtown-Midtown South,9.0
5474,littleleaf linden,Morningside Heights,9.0
9633,littleleaf linden,Morningside Heights,9.0
11546,littleleaf linden,Morningside Heights,9.0
22367,littleleaf linden,Morningside Heights,9.0
22682,littleleaf linden,Morningside Heights,9.0
27919,littleleaf linden,Morningside Heights,9.0
29454,littleleaf linden,Morningside Heights,9.0
54713,littleleaf linden,Morningside Heights,9.0
57331,littleleaf linden,Morningside Heights,9.0
1563,littleleaf linden,Murray Hill-Kips Bay,9.0
26863,littleleaf linden,Murray Hill-Kips Bay,9.0
31424,littleleaf linden,Murray Hill-Kips Bay,9.0
44920,littleleaf linden,Murray Hill-Kips Bay,9.0
54607,littleleaf linden,Murray Hill-Kips Bay,9.0
4027,littleleaf linden,SoHo-TriBeCa-Civic Center-Little Italy,9.0
11413,littleleaf linden,SoHo-TriBeCa-Civic Center-Little Italy,9.0
13196,littleleaf linden,SoHo-TriBeCa-Civic Center-Little Italy,9.0
14594,littleleaf linden,SoHo-TriBeCa-Civic Center-Little Italy,9.0
43037,littleleaf linden,SoHo-TriBeCa-Civic Center-Little Italy,9.0
19584,littleleaf linden,Turtle Bay-East Midtown,9.0
22269,littleleaf linden,Turtle Bay-East Midtown,9.0
24532,littleleaf linden,Turtle Bay-East Midtown,9.0
24703,littleleaf linden,Turtle Bay-East Midtown,9.0
54724,littleleaf linden,Turtle Bay-East Midtown,9.0
302,littleleaf linden,Upper East Side-Carnegie Hill,9.0
2649,littleleaf linden,Upper East Side-Carnegie Hill,9.0
7726,littleleaf linden,Upper East Side-Carnegie Hill,9.0
11319,littleleaf linden,Upper East Side-Carnegie Hill,9.0
11457,littleleaf linden,Upper East Side-Carnegie Hill,9.0
11581,littleleaf linden,Upper East Side-Carnegie Hill,9.0
12997,littleleaf linden,Upper East Side-Carnegie Hill,9.0
14322,littleleaf linden,Upper East Side-Carnegie Hill,9.0
15423,littleleaf linden,Upper East Side-Carnegie Hill,9.0
15462,littleleaf linden,Upper East Side-Carnegie Hill,9.0
16398,littleleaf linden,Upper East Side-Carnegie Hill,9.0
17340,littleleaf linden,Upper East Side-Carnegie Hill,9.0
19175,littleleaf linden,Upper East Side-Carnegie Hill,9.0
20282,littleleaf linden,Upper East Side-Carnegie Hill,9.0
21121,littleleaf linden,Upper East Side-Carnegie Hill,9.0
24871,littleleaf linden,Upper East Side-Carnegie Hill,9.0
27779,littleleaf linden,Upper East Side-Carnegie Hill,9.0
36286,littleleaf linden,Upper East Side-Carnegie Hill,9.0
37702,littleleaf linden,Upper East Side-Carnegie Hill,9.0
41243,littleleaf linden,Upper East Side-Carnegie Hill,9.0
44523,littleleaf linden,Upper East Side-Carnegie Hill,9.0
48760,littleleaf linden,Upper East Side-Carnegie Hill,9.0
54642,littleleaf linden,Upper East Side-Carnegie Hill,9.0
54652,littleleaf linden,Upper East Side-Carnegie Hill,9.0
54653,littleleaf linden,Upper East Side-Carnegie Hill,9.0
55084,littleleaf linden,Upper East Side-Carnegie Hill,9.0
57837,littleleaf linden,Upper East Side-Carnegie Hill,9.0
57974,littleleaf linden,Upper East Side-Carnegie Hill,9.0
59982,littleleaf linden,Upper East Side-Carnegie Hill,9.0
60341,littleleaf linden,Upper East Side-Carnegie Hill,9.0
1574,littleleaf linden,Upper West Side,9.0
2045,littleleaf linden,Upper West Side,9.0
2578,littleleaf linden,Upper West Side,9.0
2605,littleleaf linden,Upper West Side,9.0
2639,littleleaf linden,Upper West Side,9.0
2648,littleleaf linden,Upper West Side,9.0
4073,littleleaf linden,Upper West Side,9.0
5473,littleleaf linden,Upper West Side,9.0
5476,littleleaf linden,Upper West Side,9.0
5753,littleleaf linden,Upper West Side,9.0
6233,littleleaf linden,Upper West Side,9.0
6487,littleleaf linden,Upper West Side,9.0
8697,littleleaf linden,Upper West Side,9.0
10407,littleleaf linden,Upper West Side,9.0
10617,littleleaf linden,Upper West Side,9.0
11816,littleleaf linden,Upper West Side,9.0
14320,littleleaf linden,Upper West Side,9.0
26357,littleleaf linden,Upper West Side,9.0
29814,littleleaf linden,Upper West Side,9.0
41334,littleleaf linden,Upper West Side,9.0
41379,littleleaf linden,Upper West Side,9.0
41901,littleleaf linden,Upper West Side,9.0
44888,littleleaf linden,Upper West Side,9.0
45141,littleleaf linden,Upper West Side,9.0
45142,littleleaf linden,Upper West Side,9.0
47021,littleleaf linden,Upper West Side,9.0
51484,littleleaf linden,Upper West Side,9.0
52288,littleleaf linden,Upper West Side,9.0
54598,littleleaf linden,Upper West Side,9.0
55485,littleleaf linden,Upper West Side,9.0
55492,littleleaf linden,Upper West Side,9.0
55875,littleleaf linden,Upper West Side,9.0
57319,littleleaf linden,Upper West Side,9.0
57362,littleleaf linden,Upper West Side,9.0
57443,littleleaf linden,Upper West Side,9.0
58525,littleleaf linden,Upper West Side,9.0
59462,littleleaf linden,Upper West Side,9.0
61065,littleleaf linden,Upper West Side,9.0
12926,littleleaf linden,Washington Heights North,9.0
23216,littleleaf linden,Washington Heights North,9.0
25994,littleleaf linden,Washington Heights North,9.0
33171,littleleaf linden,Washington Heights North,9.0
46384,littleleaf linden,Washington Heights North,9.0
8012,littleleaf linden,Washington Heights South,9.0
13700,littleleaf linden,Washington Heights South,9.0
15872,littleleaf linden,Washington Heights South,9.0
27721,littleleaf linden,Washington Heights South,9.0
9537,littleleaf linden,West Village,9.0
15344,littleleaf linden,West Village,9.0
15707,littleleaf linden,West Village,9.0
23379,littleleaf linden,West Village,9.0
27110,littleleaf linden,West Village,9.0
32387,littleleaf linden,West Village,9.0
36287,littleleaf linden,West Village,9.0
48909,littleleaf linden,West Village,9.0
56359,littleleaf linden,West Village,9.0
62217,littleleaf linden,West Village,9.0
1615,littleleaf linden,Yorkville,9.0
15317,littleleaf linden,Yorkville,9.0
17330,littleleaf linden,Yorkville,9.0
19007,littleleaf linden,Yorkville,9.0
28274,littleleaf linden,Yorkville,9.0
29747,littleleaf linden,Yorkville,9.0
30567,littleleaf linden,Yorkville,9.0
40993,littleleaf linden,Yorkville,9.0
41166,littleleaf linden,Yorkville,9.0
53157,littleleaf linden,Yorkville,9.0
54623,littleleaf linden,Yorkville,9.0
55383,littleleaf linden,Yorkville,9.0
57603,littleleaf linden,Yorkville,9.0
57885,littleleaf linden,Yorkville,9.0
61756,littleleaf linden,Yorkville,9.0
10277,magnolia,Upper West Side,9.0
11367,magnolia,Upper West Side,9.0
19720,magnolia,Upper West Side,9.0
21715,magnolia,Upper West Side,9.0
15477,maple,Central Harlem South,9.0
54527,maple,Hamilton Heights,9.0
33569,mulberry,Midtown-Midtown South,9.0
20659,mulberry,Turtle Bay-East Midtown,9.0
20799,mulberry,Turtle Bay-East Midtown,9.0
12851,northern red oak,Battery Park City-Lower Manhattan,9.0
12873,northern red oak,Battery Park City-Lower Manhattan,9.0
13345,northern red oak,Battery Park City-Lower Manhattan,9.0
19395,northern red oak,Battery Park City-Lower Manhattan,9.0
57529,northern red oak,Battery Park City-Lower Manhattan,9.0
57552,northern red oak,Battery Park City-Lower Manhattan,9.0
57715,northern red oak,Battery Park City-Lower Manhattan,9.0
57738,northern red oak,Battery Park City-Lower Manhattan,9.0
61491,northern red oak,Battery Park City-Lower Manhattan,9.0
19628,northern red oak,Central Harlem North-Polo Grounds,9.0
23551,northern red oak,Central Harlem North-Polo Grounds,9.0
30650,northern red oak,Central Harlem North-Polo Grounds,9.0
34155,northern red oak,Central Harlem South,9.0
36474,northern red oak,Central Harlem South,9.0
36905,northern red oak,Central Harlem South,9.0
24493,northern red oak,Clinton,9.0
9641,northern red oak,East Harlem North,9.0
9860,northern red oak,East Harlem North,9.0
31524,northern red oak,East Harlem North,9.0
37552,northern red oak,East Harlem North,9.0
37553,northern red oak,East Harlem North,9.0
52347,northern red oak,East Village,9.0
51572,northern red oak,Gramercy,9.0
31104,northern red oak,Hamilton Heights,9.0
40247,northern red oak,Hamilton Heights,9.0
40257,northern red oak,Hamilton Heights,9.0
40660,northern red oak,Hamilton Heights,9.0
33771,northern red oak,Lenox Hill-Roosevelt Island,9.0
33808,northern red oak,Lenox Hill-Roosevelt Island,9.0
7501,northern red oak,Lincoln Square,9.0
35208,northern red oak,Lincoln Square,9.0
38379,northern red oak,Lincoln Square,9.0
25746,northern red oak,Manhattanville,9.0
45062,northern red oak,Manhattanville,9.0
47141,northern red oak,Manhattanville,9.0
29044,northern red oak,Morningside Heights,9.0
37144,northern red oak,Morningside Heights,9.0
13491,northern red oak,SoHo-TriBeCa-Civic Center-Little Italy,9.0
38384,northern red oak,SoHo-TriBeCa-Civic Center-Little Italy,9.0
34065,northern red oak,Turtle Bay-East Midtown,9.0
5059,northern red oak,Upper East Side-Carnegie Hill,9.0
5551,northern red oak,Upper East Side-Carnegie Hill,9.0
7309,northern red oak,Upper East Side-Carnegie Hill,9.0
7892,northern red oak,Upper East Side-Carnegie Hill,9.0
11393,northern red oak,Upper East Side-Carnegie Hill,9.0
