,Name,Neighborhood,Tree Diameter
59594,honeylocust,Lincoln Square,9.0
60171,honeylocust,Lincoln Square,9.0
60477,honeylocust,Lincoln Square,9.0
61704,honeylocust,Lincoln Square,9.0
61705,honeylocust,Lincoln Square,9.0
61789,honeylocust,Lincoln Square,9.0
62375,honeylocust,Lincoln Square,9.0
22510,honeylocust,Lower East Side,9.0
23388,honeylocust,Lower East Side,9.0
24684,honeylocust,Lower East Side,9.0
26653,honeylocust,Lower East Side,9.0
27149,honeylocust,Lower East Side,9.0
27301,honeylocust,Lower East Side,9.0
27964,honeylocust,Lower East Side,9.0
29344,honeylocust,Lower East Side,9.0
30806,honeylocust,Lower East Side,9.0
31546,honeylocust,Lower East Side,9.0
38019,honeylocust,Lower East Side,9.0
39142,honeylocust,Lower East Side,9.0
39451,honeylocust,Lower East Side,9.0
41585,honeylocust,Lower East Side,9.0
41657,honeylocust,Lower East Side,9.0
42010,honeylocust,Lower East Side,9.0
42077,honeylocust,Lower East Side,9.0
43604,honeylocust,Lower East Side,9.0
43623,honeylocust,Lower East Side,9.0
43807,honeylocust,Lower East Side,9.0
44060,honeylocust,Lower East Side,9.0
44435,honeylocust,Lower East Side,9.0
54261,honeylocust,Lower East Side,9.0
55793,honeylocust,Lower East Side,9.0
56562,honeylocust,Lower East Side,9.0
59608,honeylocust,Lower East Side,9.0
30459,honeylocust,Manhattanville,9.0
31155,honeylocust,Manhattanville,9.0
37533,honeylocust,Manhattanville,9.0
37631,honeylocust,Manhattanville,9.0
38718,honeylocust,Manhattanville,9.0
39715,honeylocust,Manhattanville,9.0
40623,honeylocust,Manhattanville,9.0
41980,honeylocust,Manhattanville,9.0
42202,honeylocust,Manhattanville,9.0
42214,honeylocust,Manhattanville,9.0
47675,honeylocust,Manhattanville,9.0
47692,honeylocust,Manhattanville,9.0
48245,honeylocust,Manhattanville,9.0
50190,honeylocust,Manhattanville,9.0
27053,honeylocust,Marble Hill-Inwood,9.0
36246,honeylocust,Marble Hill-Inwood,9.0
36956,honeylocust,Marble Hill-Inwood,9.0
37845,honeylocust,Marble Hill-Inwood,9.0
38729,honeylocust,Marble Hill-Inwood,9.0
39094,honeylocust,Marble Hill-Inwood,9.0
39216,honeylocust,Marble Hill-Inwood,9.0
39376,honeylocust,Marble Hill-Inwood,9.0
39456,honeylocust,Marble Hill-Inwood,9.0
40716,honeylocust,Marble Hill-Inwood,9.0
43708,honeylocust,Marble Hill-Inwood,9.0
6647,honeylocust,Midtown-Midtown South,9.0
13403,honeylocust,Midtown-Midtown South,9.0
13589,honeylocust,Midtown-Midtown South,9.0
13674,honeylocust,Midtown-Midtown South,9.0
13697,honeylocust,Midtown-Midtown South,9.0
13698,honeylocust,Midtown-Midtown South,9.0
18890,honeylocust,Midtown-Midtown South,9.0
28024,honeylocust,Midtown-Midtown South,9.0
34756,honeylocust,Midtown-Midtown South,9.0
38709,honeylocust,Midtown-Midtown South,9.0
39433,honeylocust,Midtown-Midtown South,9.0
39522,honeylocust,Midtown-Midtown South,9.0
40114,honeylocust,Midtown-Midtown South,9.0
40676,honeylocust,Midtown-Midtown South,9.0
41108,honeylocust,Midtown-Midtown South,9.0
49769,honeylocust,Midtown-Midtown South,9.0
49770,honeylocust,Midtown-Midtown South,9.0
50181,honeylocust,Midtown-Midtown South,9.0
50414,honeylocust,Midtown-Midtown South,9.0
51067,honeylocust,Midtown-Midtown South,9.0
52866,honeylocust,Midtown-Midtown South,9.0
53245,honeylocust,Midtown-Midtown South,9.0
53343,honeylocust,Midtown-Midtown South,9.0
60124,honeylocust,Midtown-Midtown South,9.0
60582,honeylocust,Midtown-Midtown South,9.0
1005,honeylocust,Morningside Heights,9.0
1255,honeylocust,Morningside Heights,9.0
1752,honeylocust,Morningside Heights,9.0
1778,honeylocust,Morningside Heights,9.0
1874,honeylocust,Morningside Heights,9.0
3032,honeylocust,Morningside Heights,9.0
9042,honeylocust,Morningside Heights,9.0
9043,honeylocust,Morningside Heights,9.0
11951,honeylocust,Morningside Heights,9.0
14416,honeylocust,Morningside Heights,9.0
18635,honeylocust,Morningside Heights,9.0
21848,honeylocust,Morningside Heights,9.0
27596,honeylocust,Morningside Heights,9.0
39430,honeylocust,Morningside Heights,9.0
43098,honeylocust,Morningside Heights,9.0
44549,honeylocust,Morningside Heights,9.0
46991,honeylocust,Morningside Heights,9.0
53660,honeylocust,Morningside Heights,9.0
53930,honeylocust,Morningside Heights,9.0
55017,honeylocust,Morningside Heights,9.0
55864,honeylocust,Morningside Heights,9.0
56116,honeylocust,Morningside Heights,9.0
56515,honeylocust,Morningside Heights,9.0
58083,honeylocust,Morningside Heights,9.0
58689,honeylocust,Morningside Heights,9.0
58948,honeylocust,Morningside Heights,9.0
59484,honeylocust,Morningside Heights,9.0
974,honeylocust,Murray Hill-Kips Bay,9.0
2158,honeylocust,Murray Hill-Kips Bay,9.0
2501,honeylocust,Murray Hill-Kips Bay,9.0
3539,honeylocust,Murray Hill-Kips Bay,9.0
3589,honeylocust,Murray Hill-Kips Bay,9.0
3655,honeylocust,Murray Hill-Kips Bay,9.0
4521,honeylocust,Murray Hill-Kips Bay,9.0
4738,honeylocust,Murray Hill-Kips Bay,9.0
5097,honeylocust,Murray Hill-Kips Bay,9.0
5144,honeylocust,Murray Hill-Kips Bay,9.0
5167,honeylocust,Murray Hill-Kips Bay,9.0
5381,honeylocust,Murray Hill-Kips Bay,9.0
7970,honeylocust,Murray Hill-Kips Bay,9.0
8977,honeylocust,Murray Hill-Kips Bay,9.0
9054,honeylocust,Murray Hill-Kips Bay,9.0
9415,honeylocust,Murray Hill-Kips Bay,9.0
12377,honeylocust,Murray Hill-Kips Bay,9.0
12773,honeylocust,Murray Hill-Kips Bay,9.0
12792,honeylocust,Murray Hill-Kips Bay,9.0
12808,honeylocust,Murray Hill-Kips Bay,9.0
14083,honeylocust,Murray Hill-Kips Bay,9.0
22370,honeylocust,Murray Hill-Kips Bay,9.0
27722,honeylocust,Murray Hill-Kips Bay,9.0
28206,honeylocust,Murray Hill-Kips Bay,9.0
31472,honeylocust,Murray Hill-Kips Bay,9.0
42349,honeylocust,Murray Hill-Kips Bay,9.0
51556,honeylocust,Murray Hill-Kips Bay,9.0
52510,honeylocust,Murray Hill-Kips Bay,9.0
52609,honeylocust,Murray Hill-Kips Bay,9.0
52952,honeylocust,Murray Hill-Kips Bay,9.0
53014,honeylocust,Murray Hill-Kips Bay,9.0
53342,honeylocust,Murray Hill-Kips Bay,9.0
54901,honeylocust,Murray Hill-Kips Bay,9.0
55695,honeylocust,Murray Hill-Kips Bay,9.0
55710,honeylocust,Murray Hill-Kips Bay,9.0
55849,honeylocust,Murray Hill-Kips Bay,9.0
57691,honeylocust,Murray Hill-Kips Bay,9.0
58002,honeylocust,Murray Hill-Kips Bay,9.0
58021,honeylocust,Murray Hill-Kips Bay,9.0
58092,honeylocust,Murray Hill-Kips Bay,9.0
58097,honeylocust,Murray Hill-Kips Bay,9.0
59422,honeylocust,Murray Hill-Kips Bay,9.0
60524,honeylocust,Murray Hill-Kips Bay,9.0
60571,honeylocust,Murray Hill-Kips Bay,9.0
61302,honeylocust,Murray Hill-Kips Bay,9.0
61501,honeylocust,Murray Hill-Kips Bay,9.0
62371,honeylocust,Murray Hill-Kips Bay,9.0
3523,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
6709,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
8945,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
8993,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
9085,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
9408,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
9432,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
9462,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
9532,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
9941,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
9956,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
10002,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
10221,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
10916,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
10921,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
10957,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
11085,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
11405,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
11880,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
11912,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
12041,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
12368,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
12394,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
12525,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
13394,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
13912,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
14153,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
14166,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
14199,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
14332,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
14347,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
14905,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
15097,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
15906,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
16655,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
17238,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
18346,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
19247,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
19534,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
19766,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
25625,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
26092,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
26126,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
28009,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
34359,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
38249,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
38634,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
39722,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
53614,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
53711,honeylocust,SoHo-TriBeCa-Civic Center-Little Italy,9.0
26385,honeylocust,Stuyvesant Town-Cooper Village,9.0
26420,honeylocust,Stuyvesant Town-Cooper Village,9.0
34205,honeylocust,Stuyvesant Town-Cooper Village,9.0
35564,honeylocust,Stuyvesant Town-Cooper Village,9.0
37311,honeylocust,Stuyvesant Town-Cooper Village,9.0
37387,honeylocust,Stuyvesant Town-Cooper Village,9.0
37648,honeylocust,Stuyvesant Town-Cooper Village,9.0
39448,honeylocust,Stuyvesant Town-Cooper Village,9.0
39482,honeylocust,Stuyvesant Town-Cooper Village,9.0
4779,honeylocust,Turtle Bay-East Midtown,9.0
4844,honeylocust,Turtle Bay-East Midtown,9.0
5210,honeylocust,Turtle Bay-East Midtown,9.0
5570,honeylocust,Turtle Bay-East Midtown,9.0
5621,honeylocust,Turtle Bay-East Midtown,9.0
5638,honeylocust,Turtle Bay-East Midtown,9.0
6757,honeylocust,Turtle Bay-East Midtown,9.0
7035,honeylocust,Turtle Bay-East Midtown,9.0
7080,honeylocust,Turtle Bay-East Midtown,9.0
7184,honeylocust,Turtle Bay-East Midtown,9.0
7239,honeylocust,Turtle Bay-East Midtown,9.0
7329,honeylocust,Turtle Bay-East Midtown,9.0
7335,honeylocust,Turtle Bay-East Midtown,9.0
7336,honeylocust,Turtle Bay-East Midtown,9.0
7339,honeylocust,Turtle Bay-East Midtown,9.0
7345,honeylocust,Turtle Bay-East Midtown,9.0
7404,honeylocust,Turtle Bay-East Midtown,9.0
7567,honeylocust,Turtle Bay-East Midtown,9.0
9534,honeylocust,Turtle Bay-East Midtown,9.0
10113,honeylocust,Turtle Bay-East Midtown,9.0
10418,honeylocust,Turtle Bay-East Midtown,9.0
19025,honeylocust,Turtle Bay-East Midtown,9.0
21177,honeylocust,Turtle Bay-East Midtown,9.0
21461,honeylocust,Turtle Bay-East Midtown,9.0
21517,honeylocust,Turtle Bay-East Midtown,9.0
21519,honeylocust,Turtle Bay-East Midtown,9.0
21532,honeylocust,Turtle Bay-East Midtown,9.0
21826,honeylocust,Turtle Bay-East Midtown,9.0
21831,honeylocust,Turtle Bay-East Midtown,9.0
22159,honeylocust,Turtle Bay-East Midtown,9.0
22180,honeylocust,Turtle Bay-East Midtown,9.0
22181,honeylocust,Turtle Bay-East Midtown,9.0
22221,honeylocust,Turtle Bay-East Midtown,9.0
22779,honeylocust,Turtle Bay-East Midtown,9.0
22780,honeylocust,Turtle Bay-East Midtown,9.0
22875,honeylocust,Turtle Bay-East Midtown,9.0
23000,honeylocust,Turtle Bay-East Midtown,9.0
23038,honeylocust,Turtle Bay-East Midtown,9.0
23287,honeylocust,Turtle Bay-East Midtown,9.0
23305,honeylocust,Turtle Bay-East Midtown,9.0
23376,honeylocust,Turtle Bay-East Midtown,9.0
23403,honeylocust,Turtle Bay-East Midtown,9.0
23630,honeylocust,Turtle Bay-East Midtown,9.0
23845,honeylocust,Turtle Bay-East Midtown,9.0
23846,honeylocust,Turtle Bay-East Midtown,9.0
23850,honeylocust,Turtle Bay-East Midtown,9.0
24620,honeylocust,Turtle Bay-East Midtown,9.0
26536,honeylocust,Turtle Bay-East Midtown,9.0
27021,honeylocust,Turtle Bay-East Midtown,9.0
27113,honeylocust,Turtle Bay-East Midtown,9.0
27159,honeylocust,Turtle Bay-East Midtown,9.0
27449,honeylocust,Turtle Bay-East Midtown,9.0
28212,honeylocust,Turtle Bay-East Midtown,9.0
28259,honeylocust,Turtle Bay-East Midtown,9.0
28278,honeylocust,Turtle Bay-East Midtown,9.0
28433,honeylocust,Turtle Bay-East Midtown,9.0
28494,honeylocust,Turtle Bay-East Midtown,9.0
29045,honeylocust,Turtle Bay-East Midtown,9.0
32466,honeylocust,Turtle Bay-East Midtown,9.0
33027,honeylocust,Turtle Bay-East Midtown,9.0
33281,honeylocust,Turtle Bay-East Midtown,9.0
41882,honeylocust,Turtle Bay-East Midtown,9.0
52299,honeylocust,Turtle Bay-East Midtown,9.0
53486,honeylocust,Turtle Bay-East Midtown,9.0
53716,honeylocust,Turtle Bay-East Midtown,9.0
54219,honeylocust,Turtle Bay-East Midtown,9.0
54956,honeylocust,Turtle Bay-East Midtown,9.0
54998,honeylocust,Turtle Bay-East Midtown,9.0
55816,honeylocust,Turtle Bay-East Midtown,9.0
56829,honeylocust,Turtle Bay-East Midtown,9.0
61874,honeylocust,Turtle Bay-East Midtown,9.0
4093,honeylocust,Upper East Side-Carnegie Hill,9.0
4739,honeylocust,Upper East Side-Carnegie Hill,9.0
5062,honeylocust,Upper East Side-Carnegie Hill,9.0
5917,honeylocust,Upper East Side-Carnegie Hill,9.0
6640,honeylocust,Upper East Side-Carnegie Hill,9.0
6682,honeylocust,Upper East Side-Carnegie Hill,9.0
6731,honeylocust,Upper East Side-Carnegie Hill,9.0
6819,honeylocust,Upper East Side-Carnegie Hill,9.0
6851,honeylocust,Upper East Side-Carnegie Hill,9.0
7111,honeylocust,Upper East Side-Carnegie Hill,9.0
7181,honeylocust,Upper East Side-Carnegie Hill,9.0
7317,honeylocust,Upper East Side-Carnegie Hill,9.0
7671,honeylocust,Upper East Side-Carnegie Hill,9.0
10392,honeylocust,Upper East Side-Carnegie Hill,9.0
10836,honeylocust,Upper East Side-Carnegie Hill,9.0
10952,honeylocust,Upper East Side-Carnegie Hill,9.0
11172,honeylocust,Upper East Side-Carnegie Hill,9.0
12031,honeylocust,Upper East Side-Carnegie Hill,9.0
12650,honeylocust,Upper East Side-Carnegie Hill,9.0
12677,honeylocust,Upper East Side-Carnegie Hill,9.0
14784,honeylocust,Upper East Side-Carnegie Hill,9.0
15008,honeylocust,Upper East Side-Carnegie Hill,9.0
15959,honeylocust,Upper East Side-Carnegie Hill,9.0
16184,honeylocust,Upper East Side-Carnegie Hill,9.0
17169,honeylocust,Upper East Side-Carnegie Hill,9.0
18171,honeylocust,Upper East Side-Carnegie Hill,9.0
18212,honeylocust,Upper East Side-Carnegie Hill,9.0
18472,honeylocust,Upper East Side-Carnegie Hill,9.0
18473,honeylocust,Upper East Side-Carnegie Hill,9.0
18476,honeylocust,Upper East Side-Carnegie Hill,9.0
18519,honeylocust,Upper East Side-Carnegie Hill,9.0
18521,honeylocust,Upper East Side-Carnegie Hill,9.0
18543,honeylocust,Upper East Side-Carnegie Hill,9.0
18580,honeylocust,Upper East Side-Carnegie Hill,9.0
18588,honeylocust,Upper East Side-Carnegie Hill,9.0
18685,honeylocust,Upper East Side-Carnegie Hill,9.0
18978,honeylocust,Upper East Side-Carnegie Hill,9.0
19793,honeylocust,Upper East Side-Carnegie Hill,9.0
20049,honeylocust,Upper East Side-Carnegie Hill,9.0
20189,honeylocust,Upper East Side-Carnegie Hill,9.0
20705,honeylocust,Upper East Side-Carnegie Hill,9.0
20734,honeylocust,Upper East Side-Carnegie Hill,9.0
21181,honeylocust,Upper East Side-Carnegie Hill,9.0
21380,honeylocust,Upper East Side-Carnegie Hill,9.0
28772,honeylocust,Upper East Side-Carnegie Hill,9.0
35009,honeylocust,Upper East Side-Carnegie Hill,9.0
35827,honeylocust,Upper East Side-Carnegie Hill,9.0
37511,honeylocust,Upper East Side-Carnegie Hill,9.0
37888,honeylocust,Upper East Side-Carnegie Hill,9.0
37987,honeylocust,Upper East Side-Carnegie Hill,9.0
38029,honeylocust,Upper East Side-Carnegie Hill,9.0
38083,honeylocust,Upper East Side-Carnegie Hill,9.0
39194,honeylocust,Upper East Side-Carnegie Hill,9.0
39423,honeylocust,Upper East Side-Carnegie Hill,9.0
42045,honeylocust,Upper East Side-Carnegie Hill,9.0
42054,honeylocust,Upper East Side-Carnegie Hill,9.0
53453,honeylocust,Upper East Side-Carnegie Hill,9.0
53705,honeylocust,Upper East Side-Carnegie Hill,9.0
57659,honeylocust,Upper East Side-Carnegie Hill,9.0
60448,honeylocust,Upper East Side-Carnegie Hill,9.0
60572,honeylocust,Upper East Side-Carnegie Hill,9.0
60705,honeylocust,Upper East Side-Carnegie Hill,9.0
61249,honeylocust,Upper East Side-Carnegie Hill,9.0
61379,honeylocust,Upper East Side-Carnegie Hill,9.0
61781,honeylocust,Upper East Side-Carnegie Hill,9.0
510,honeylocust,Upper West Side,9.0
1787,honeylocust,Upper West Side,9.0
1820,honeylocust,Upper West Side,9.0
1856,honeylocust,Upper West Side,9.0
2851,honeylocust,Upper West Side,9.0
2865,honeylocust,Upper West Side,9.0
4458,honeylocust,Upper West Side,9.0
4562,honeylocust,Upper West Side,9.0
4582,honeylocust,Upper West Side,9.0
5177,honeylocust,Upper West Side,9.0
5528,honeylocust,Upper West Side,9.0
5781,honeylocust,Upper West Side,9.0
6289,honeylocust,Upper West Side,9.0
6616,honeylocust,Upper West Side,9.0
6890,honeylocust,Upper West Side,9.0
7544,honeylocust,Upper West Side,9.0
7652,honeylocust,Upper West Side,9.0
8297,honeylocust,Upper West Side,9.0
8298,honeylocust,Upper West Side,9.0
8879,honeylocust,Upper West Side,9.0
9501,honeylocust,Upper West Side,9.0
10404,honeylocust,Upper West Side,9.0
11212,honeylocust,Upper West Side,9.0
12560,honeylocust,Upper West Side,9.0
13528,honeylocust,Upper West Side,9.0
13641,honeylocust,Upper West Side,9.0
13687,honeylocust,Upper West Side,9.0
13716,honeylocust,Upper West Side,9.0
15149,honeylocust,Upper West Side,9.0
16781,honeylocust,Upper West Side,9.0
27119,honeylocust,Upper West Side,9.0
29155,honeylocust,Upper West Side,9.0
29192,honeylocust,Upper West Side,9.0
29939,honeylocust,Upper West Side,9.0
30363,honeylocust,Upper West Side,9.0
30484,honeylocust,Upper West Side,9.0
37071,honeylocust,Upper West Side,9.0
37116,honeylocust,Upper West Side,9.0
39674,honeylocust,Upper West Side,9.0
40325,honeylocust,Upper West Side,9.0
41051,honeylocust,Upper West Side,9.0
41971,honeylocust,Upper West Side,9.0
42090,honeylocust,Upper West Side,9.0
42995,honeylocust,Upper West Side,9.0
43198,honeylocust,Upper West Side,9.0
43251,honeylocust,Upper West Side,9.0
43350,honeylocust,Upper West Side,9.0
43668,honeylocust,Upper West Side,9.0
43670,honeylocust,Upper West Side,9.0
43963,honeylocust,Upper West Side,9.0
44394,honeylocust,Upper West Side,9.0
44689,honeylocust,Upper West Side,9.0
45515,honeylocust,Upper West Side,9.0
46008,honeylocust,Upper West Side,9.0
46369,honeylocust,Upper West Side,9.0
46603,honeylocust,Upper West Side,9.0
47542,honeylocust,Upper West Side,9.0
47704,honeylocust,Upper West Side,9.0
48000,honeylocust,Upper West Side,9.0
48006,honeylocust,Upper West Side,9.0
48072,honeylocust,Upper West Side,9.0
48099,honeylocust,Upper West Side,9.0
48108,honeylocust,Upper West Side,9.0
48273,honeylocust,Upper West Side,9.0
48985,honeylocust,Upper West Side,9.0
49018,honeylocust,Upper West Side,9.0
49133,honeylocust,Upper West Side,9.0
50770,honeylocust,Upper West Side,9.0
50825,honeylocust,Upper West Side,9.0
51834,honeylocust,Upper West Side,9.0
53861,honeylocust,Upper West Side,9.0
53920,honeylocust,Upper West Side,9.0
54255,honeylocust,Upper West Side,9.0
54862,honeylocust,Upper West Side,9.0
54949,honeylocust,Upper West Side,9.0
55696,honeylocust,Upper West Side,9.0
56143,honeylocust,Upper West Side,9.0
57121,honeylocust,Upper West Side,9.0
57731,honeylocust,Upper West Side,9.0
58282,honeylocust,Upper West Side,9.0
58928,honeylocust,Upper West Side,9.0
60347,honeylocust,Upper West Side,9.0
60542,honeylocust,Upper West Side,9.0
61399,honeylocust,Upper West Side,9.0
7563,honeylocust,Washington Heights North,9.0
7632,honeylocust,Washington Heights North,9.0
7638,honeylocust,Washington Heights North,9.0
11018,honeylocust,Washington Heights North,9.0
11029,honeylocust,Washington Heights North,9.0
11210,honeylocust,Washington Heights North,9.0
12542,honeylocust,Washington Heights North,9.0
15256,honeylocust,Washington Heights North,9.0
16121,honeylocust,Washington Heights North,9.0
16329,honeylocust,Washington Heights North,9.0
18103,honeylocust,Washington Heights North,9.0
18271,honeylocust,Washington Heights North,9.0
20098,honeylocust,Washington Heights North,9.0
20139,honeylocust,Washington Heights North,9.0
20177,honeylocust,Washington Heights North,9.0
20469,honeylocust,Washington Heights North,9.0
21083,honeylocust,Washington Heights North,9.0
21124,honeylocust,Washington Heights North,9.0
24454,honeylocust,Washington Heights North,9.0
24546,honeylocust,Washington Heights North,9.0
26009,honeylocust,Washington Heights North,9.0
26102,honeylocust,Washington Heights North,9.0
26869,honeylocust,Washington Heights North,9.0
32215,honeylocust,Washington Heights North,9.0
32330,honeylocust,Washington Heights North,9.0
32615,honeylocust,Washington Heights North,9.0
32812,honeylocust,Washington Heights North,9.0
32940,honeylocust,Washington Heights North,9.0
33108,honeylocust,Washington Heights North,9.0
33141,honeylocust,Washington Heights North,9.0
33476,honeylocust,Washington Heights North,9.0
33849,honeylocust,Washington Heights North,9.0
34511,honeylocust,Washington Heights North,9.0
36147,honeylocust,Washington Heights North,9.0
38009,honeylocust,Washington Heights North,9.0
38217,honeylocust,Washington Heights North,9.0
40889,honeylocust,Washington Heights North,9.0
44117,honeylocust,Washington Heights North,9.0
49719,honeylocust,Washington Heights North,9.0
54858,honeylocust,Washington Heights North,9.0
56931,honeylocust,Washington Heights North,9.0
57599,honeylocust,Washington Heights North,9.0
58989,honeylocust,Washington Heights North,9.0
59041,honeylocust,Washington Heights North,9.0
59082,honeylocust,Washington Heights North,9.0
59107,honeylocust,Washington Heights North,9.0
190,honeylocust,Washington Heights South,9.0
5095,honeylocust,Washington Heights South,9.0
5142,honeylocust,Washington Heights South,9.0
5430,honeylocust,Washington Heights South,9.0
5554,honeylocust,Washington Heights South,9.0
5835,honeylocust,Washington Heights South,9.0
7461,honeylocust,Washington Heights South,9.0
7686,honeylocust,Washington Heights South,9.0
11447,honeylocust,Washington Heights South,9.0
12010,honeylocust,Washington Heights South,9.0
12384,honeylocust,Washington Heights South,9.0
12534,honeylocust,Washington Heights South,9.0
12535,honeylocust,Washington Heights South,9.0
12545,honeylocust,Washington Heights South,9.0
12669,honeylocust,Washington Heights South,9.0
13679,honeylocust,Washington Heights South,9.0
13703,honeylocust,Washington Heights South,9.0
13963,honeylocust,Washington Heights South,9.0
14328,honeylocust,Washington Heights South,9.0
14330,honeylocust,Washington Heights South,9.0
14882,honeylocust,Washington Heights South,9.0
14904,honeylocust,Washington Heights South,9.0
15020,honeylocust,Washington Heights South,9.0
15905,honeylocust,Washington Heights South,9.0
15929,honeylocust,Washington Heights South,9.0
16646,honeylocust,Washington Heights South,9.0
16690,honeylocust,Washington Heights South,9.0
16846,honeylocust,Washington Heights South,9.0
16847,honeylocust,Washington Heights South,9.0
17609,honeylocust,Washington Heights South,9.0
17707,honeylocust,Washington Heights South,9.0
18593,honeylocust,Washington Heights South,9.0
18866,honeylocust,Washington Heights South,9.0
19232,honeylocust,Washington Heights South,9.0
19528,honeylocust,Washington Heights South,9.0
21102,honeylocust,Washington Heights South,9.0
21666,honeylocust,Washington Heights South,9.0
25421,honeylocust,Washington Heights South,9.0
25423,honeylocust,Washington Heights South,9.0
25429,honeylocust,Washington Heights South,9.0
26070,honeylocust,Washington Heights South,9.0
26522,honeylocust,Washington Heights South,9.0
26598,honeylocust,Washington Heights South,9.0
32368,honeylocust,Washington Heights South,9.0
32423,honeylocust,Washington Heights South,9.0
32459,honeylocust,Washington Heights South,9.0
32614,honeylocust,Washington Heights South,9.0
32876,honeylocust,Washington Heights South,9.0
33944,honeylocust,Washington Heights South,9.0
34169,honeylocust,Washington Heights South,9.0
34173,honeylocust,Washington Heights South,9.0
34265,honeylocust,Washington Heights South,9.0
35214,honeylocust,Washington Heights South,9.0
36720,honeylocust,Washington Heights South,9.0
36761,honeylocust,Washington Heights South,9.0
44048,honeylocust,Washington Heights South,9.0
44379,honeylocust,Washington Heights South,9.0
45790,honeylocust,Washington Heights South,9.0
46448,honeylocust,Washington Heights South,9.0
55751,honeylocust,Washington Heights South,9.0
55766,honeylocust,Washington Heights South,9.0
56616,honeylocust,Washington Heights South,9.0
59002,honeylocust,Washington Heights South,9.0
59392,honeylocust,Washington Heights South,9.0
938,honeylocust,West Village,9.0
5111,honeylocust,West Village,9.0
8036,honeylocust,West Village,9.0
8892,honeylocust,West Village,9.0
9035,honeylocust,West Village,9.0
9102,honeylocust,West Village,9.0
9650,honeylocust,West Village,9.0
10037,honeylocust,West Village,9.0
12044,honeylocust,West Village,9.0
14117,honeylocust,West Village,9.0
14118,honeylocust,West Village,9.0
15359,honeylocust,West Village,9.0
16697,honeylocust,West Village,9.0
23053,honeylocust,West Village,9.0
26083,honeylocust,West Village,9.0
27126,honeylocust,West Village,9.0
32213,honeylocust,West Village,9.0
32331,honeylocust,West Village,9.0
32435,honeylocust,West Village,9.0
32788,honeylocust,West Village,9.0
32995,honeylocust,West Village,9.0
33110,honeylocust,West Village,9.0
33221,honeylocust,West Village,9.0
33344,honeylocust,West Village,9.0
